rho,sigma,xi,F,log_posterior
0.687333,0.132698,1.841541,0.026551,-0.743326
0.782985,0.122888,1.961876,0.033947,-0.535904
0.782985,0.122888,1.961876,0.033947,-0.535904
0.782985,0.122888,1.961876,0.033947,-0.535904
0.780368,0.122270,1.931038,0.036131,-0.554638
0.780368,0.122270,1.931038,0.036131,-0.554638
0.739745,0.065531,0.952347,0.040857,-1.937927
0.739745,0.065531,0.952347,0.040857,-1.937927
0.766680,0.089111,1.490945,0.040576,-1.184182
0.766680,0.089111,1.490945,0.040576,-1.184182
0.766680,0.089111,1.490945,0.040576,-1.184182
0.766680,0.089111,1.490945,0.040576,-1.184182
0.766680,0.089111,1.490945,0.040576,-1.184182
0.766680,0.089111,1.490945,0.040576,-1.184182
0.774969,0.179828,1.418439,0.032545,-0.691989
0.774969,0.179828,1.418439,0.032545,-0.691989
0.774969,0.179828,1.418439,0.032545,-0.691989
0.774969,0.179828,1.418439,0.032545,-0.691989
0.668196,0.145706,1.481970,0.039966,-1.507142
0.668196,0.145706,1.481970,0.039966,-1.507142
0.682339,0.163775,1.231812,0.042619,-0.928781
0.678257,0.110381,1.058539,0.044068,-1.650710
0.678257,0.110381,1.058539,0.044068,-1.650710
0.552254,0.240895,0.509494,0.031691,-1.861318
0.552254,0.240895,0.509494,0.031691,-1.861318
0.552254,0.240895,0.509494,0.031691,-1.861318
0.552254,0.240895,0.509494,0.031691,-1.861318
0.552254,0.240895,0.509494,0.031691,-1.861318
0.515854,0.279595,1.431843,0.032826,-2.382287
0.515854,0.279595,1.431843,0.032826,-2.382287
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.538364,0.118813,0.917013,0.031618,-1.396656
0.660099,0.079845,0.974176,0.025121,-0.849805
0.764062,0.228818,0.971227,0.028887,-0.895799
0.764062,0.228818,0.971227,0.028887,-0.895799
0.559915,0.242589,1.652195,0.031467,-1.831158
0.559915,0.242589,1.652195,0.031467,-1.831158
0.559915,0.242589,1.652195,0.031467,-1.831158
0.559915,0.242589,1.652195,0.031467,-1.831158
0.559915,0.242589,1.652195,0.031467,-1.831158
0.634144,0.287135,1.584326,0.028717,-3.087354
0.407534,0.294965,1.298360,0.020978,-6.061779
0.417676,0.263624,0.746941,0.013098,-4.764608
0.417676,0.263624,0.746941,0.013098,-4.764608
0.417676,0.263624,0.746941,0.013098,-4.764608
0.417676,0.263624,0.746941,0.013098,-4.764608
0.417676,0.263624,0.746941,0.013098,-4.764608
0.592010,0.129072,0.316629,0.011485,-2.669888
0.592010,0.129072,0.316629,0.011485,-2.669888
0.592010,0.129072,0.316629,0.011485,-2.669888
0.592010,0.129072,0.316629,0.011485,-2.669888
0.592010,0.129072,0.316629,0.011485,-2.669888
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.787298,0.101560,0.127420,0.017040,-1.842343
0.577738,0.089134,0.699976,0.016650,-1.955673
0.577738,0.089134,0.699976,0.016650,-1.955673
0.577738,0.089134,0.699976,0.016650,-1.955673
0.623449,0.148451,0.900645,0.032224,-0.183332
0.623449,0.148451,0.900645,0.032224,-0.183332
0.623449,0.148451,0.900645,0.032224,-0.183332
0.623449,0.148451,0.900645,0.032224,-0.183332
0.623449,0.148451,0.900645,0.032224,-0.183332
0.623449,0.148451,0.900645,0.032224,-0.183332
0.586922,0.192801,0.702389,0.033241,-0.728233
0.586922,0.192801,0.702389,0.033241,-0.728233
0.586922,0.192801,0.702389,0.033241,-0.728233
0.586922,0.192801,0.702389,0.033241,-0.728233
0.586922,0.192801,0.702389,0.033241,-0.728233
0.586922,0.192801,0.702389,0.033241,-0.728233
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.667524,0.237824,0.164377,0.028414,-2.702386
0.555949,0.267059,0.462565,0.038935,-2.373930
0.555949,0.267059,0.462565,0.038935,-2.373930
0.555949,0.267059,0.462565,0.038935,-2.373930
0.555949,0.267059,0.462565,0.038935,-2.373930
0.555949,0.267059,0.462565,0.038935,-2.373930
0.615825,0.217764,1.132791,0.020984,-0.717046
0.615825,0.217764,1.132791,0.020984,-0.717046
0.615825,0.217764,1.132791,0.020984,-0.717046
0.634070,0.204825,1.467873,0.024745,-0.598541
0.634070,0.204825,1.467873,0.024745,-0.598541
0.634070,0.204825,1.467873,0.024745,-0.598541
0.761422,0.228375,1.421047,0.042499,-1.303504
0.761422,0.228375,1.421047,0.042499,-1.303504
0.657320,0.187808,1.599873,0.023689,-0.482640
0.657320,0.187808,1.599873,0.023689,-0.482640
0.657320,0.187808,1.599873,0.023689,-0.482640
0.750094,0.166923,1.548115,0.039895,-0.510063
0.750094,0.166923,1.548115,0.039895,-0.510063
0.750094,0.166923,1.548115,0.039895,-0.510063
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.735004,0.133873,1.076287,0.046374,-0.948909
0.754170,0.090112,1.012364,0.039969,-1.566192
0.754170,0.090112,1.012364,0.039969,-1.566192
0.754170,0.090112,1.012364,0.039969,-1.566192
0.754170,0.090112,1.012364,0.039969,-1.566192
0.754170,0.090112,1.012364,0.039969,-1.566192
0.754170,0.090112,1.012364,0.039969,-1.566192
0.754170,0.090112,1.012364,0.039969,-1.566192
0.791858,0.085505,1.357272,0.030442,-1.659627
0.791858,0.085505,1.357272,0.030442,-1.659627
0.791858,0.085505,1.357272,0.030442,-1.659627
0.791858,0.085505,1.357272,0.030442,-1.659627
0.791858,0.085505,1.357272,0.030442,-1.659627
0.791858,0.085505,1.357272,0.030442,-1.659627
0.791858,0.085505,1.357272,0.030442,-1.659627
0.690554,0.248714,1.914443,0.024353,-2.135520
0.705104,0.091296,1.547555,0.027888,-0.997627
0.700011,0.092875,1.866630,0.022596,-1.430644
0.663407,0.169512,1.688860,0.035064,-1.172178
0.663407,0.169512,1.688860,0.035064,-1.172178
0.724339,0.112153,1.155103,0.030676,-0.783216
0.724339,0.112153,1.155103,0.030676,-0.783216
0.718076,0.120590,0.688754,0.035610,-0.639281
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.654749,0.205952,1.203683,0.029891,-0.510426
0.791815,0.223108,1.594515,0.037107,-1.280248
0.791815,0.223108,1.594515,0.037107,-1.280248
0.757513,0.207994,0.710676,0.014391,-1.089943
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.790941,0.149845,0.934506,0.036953,-0.505351
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.705453,0.072299,1.080602,0.035637,-1.588026
0.693449,0.101628,0.882686,0.027782,-0.702783
0.693449,0.101628,0.882686,0.027782,-0.702783
0.693449,0.101628,0.882686,0.027782,-0.702783
0.693449,0.101628,0.882686,0.027782,-0.702783
0.693449,0.101628,0.882686,0.027782,-0.702783
0.637769,0.219894,0.965496,0.039510,-0.374265
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.694083,0.169800,1.224947,0.034275,-0.249981
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.560534,0.198007,0.901049,0.023808,-0.634736
0.623000,0.192165,0.477979,0.018336,-1.068637
0.597901,0.197598,0.186253,0.018206,-2.924127
0.597901,0.197598,0.186253,0.018206,-2.924127
0.597901,0.197598,0.186253,0.018206,-2.924127
0.597901,0.197598,0.186253,0.018206,-2.924127
0.597901,0.197598,0.186253,0.018206,-2.924127
0.582333,0.108992,1.047531,0.015348,-2.465725
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.563698,0.083776,0.831114,0.015351,-2.228233
0.691132,0.105327,0.991808,0.035680,-0.990491
0.691132,0.105327,0.991808,0.035680,-0.990491
0.691132,0.105327,0.991808,0.035680,-0.990491
0.691132,0.105327,0.991808,0.035680,-0.990491
0.691132,0.105327,0.991808,0.035680,-0.990491
0.691132,0.105327,0.991808,0.035680,-0.990491
0.691132,0.105327,0.991808,0.035680,-0.990491
0.647122,0.276649,0.822618,0.047877,-1.702632
0.480890,0.219645,0.977518,0.041691,-1.602152
0.480890,0.219645,0.977518,0.041691,-1.602152
0.480890,0.219645,0.977518,0.041691,-1.602152
0.480890,0.219645,0.977518,0.041691,-1.602152
0.445586,0.142077,0.147086,0.048252,-2.864196
0.422325,0.177905,0.314199,0.036100,-3.032987
0.422325,0.177905,0.314199,0.036100,-3.032987
0.464366,0.170374,0.546991,0.035542,-2.802415
0.464366,0.170374,0.546991,0.035542,-2.802415
0.464366,0.170374,0.546991,0.035542,-2.802415
0.464366,0.170374,0.546991,0.035542,-2.802415
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.421048,0.090974,0.187358,0.048711,-3.405812
0.467674,0.174514,0.111755,0.025194,-3.543730
0.467674,0.174514,0.111755,0.025194,-3.543730
0.467674,0.174514,0.111755,0.025194,-3.543730
0.467674,0.174514,0.111755,0.025194,-3.543730
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.500823,0.162249,0.558137,0.043873,-1.756735
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.522697,0.172143,1.538826,0.047985,-3.725640
0.507452,0.157282,1.031442,0.037240,-1.457438
0.615012,0.107127,1.207045,0.038963,-2.053613
0.615012,0.107127,1.207045,0.038963,-2.053613
0.615012,0.107127,1.207045,0.038963,-2.053613
0.615012,0.107127,1.207045,0.038963,-2.053613
0.708977,0.118095,1.480833,0.031260,-0.728779
0.708977,0.118095,1.480833,0.031260,-0.728779
0.708977,0.118095,1.480833,0.031260,-0.728779
0.708977,0.118095,1.480833,0.031260,-0.728779
0.790073,0.091833,1.810554,0.025297,-1.285876
0.590155,0.168011,0.592244,0.034892,-0.982464
0.590155,0.168011,0.592244,0.034892,-0.982464
0.590155,0.168011,0.592244,0.034892,-0.982464
0.590155,0.168011,0.592244,0.034892,-0.982464
0.590155,0.168011,0.592244,0.034892,-0.982464
0.602165,0.172900,1.715923,0.030779,-1.342588
0.602165,0.172900,1.715923,0.030779,-1.342588
0.602165,0.172900,1.715923,0.030779,-1.342588
0.602165,0.172900,1.715923,0.030779,-1.342588
0.602165,0.172900,1.715923,0.030779,-1.342588
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.597978,0.202289,1.841156,0.019720,-1.232820
0.647151,0.142669,1.868758,0.033360,-1.600248
0.647151,0.142669,1.868758,0.033360,-1.600248
0.647151,0.142669,1.868758,0.033360,-1.600248
0.554063,0.218885,1.459435,0.030722,-0.941555
0.554063,0.218885,1.459435,0.030722,-0.941555
0.554063,0.218885,1.459435,0.030722,-0.941555
0.554063,0.218885,1.459435,0.030722,-0.941555
0.488424,0.205087,1.681776,0.029888,-2.163866
0.488424,0.205087,1.681776,0.029888,-2.163866
0.488424,0.205087,1.681776,0.029888,-2.163866
0.488424,0.205087,1.681776,0.029888,-2.163866
0.488424,0.205087,1.681776,0.029888,-2.163866
0.488424,0.205087,1.681776,0.029888,-2.163866
0.537549,0.200522,1.589185,0.026541,-0.754780
0.537549,0.200522,1.589185,0.026541,-0.754780
0.537549,0.200522,1.589185,0.026541,-0.754780
0.537549,0.200522,1.589185,0.026541,-0.754780
0.537549,0.200522,1.589185,0.026541,-0.754780
0.537549,0.200522,1.589185,0.026541,-0.754780
0.537549,0.200522,1.589185,0.026541,-0.754780
0.532895,0.253232,0.714430,0.031771,-2.033356
0.532895,0.253232,0.714430,0.031771,-2.033356
0.532895,0.253232,0.714430,0.031771,-2.033356
0.532895,0.253232,0.714430,0.031771,-2.033356
0.532895,0.253232,0.714430,0.031771,-2.033356
0.583675,0.245482,1.208302,0.010923,-2.199471
0.583675,0.245482,1.208302,0.010923,-2.199471
0.583675,0.245482,1.208302,0.010923,-2.199471
0.583675,0.245482,1.208302,0.010923,-2.199471
0.583675,0.245482,1.208302,0.010923,-2.199471
0.676188,0.272554,0.481781,0.016985,-1.952743
0.676188,0.272554,0.481781,0.016985,-1.952743
0.676188,0.272554,0.481781,0.016985,-1.952743
0.732811,0.268251,1.107613,0.020305,-1.830287
0.577507,0.272573,0.859601,0.016882,-1.871146
0.527176,0.284617,1.215209,0.032272,-1.997090
0.527176,0.284617,1.215209,0.032272,-1.997090
0.496901,0.212143,0.812872,0.017071,-3.155567
0.496901,0.212143,0.812872,0.017071,-3.155567
0.496901,0.212143,0.812872,0.017071,-3.155567
0.496901,0.212143,0.812872,0.017071,-3.155567
0.550833,0.164959,0.812930,0.041525,-1.072418
0.723381,0.254244,0.055459,0.042940,-4.785056
0.799857,0.191708,0.365244,0.037510,-1.124794
0.799857,0.191708,0.365244,0.037510,-1.124794
0.799857,0.191708,0.365244,0.037510,-1.124794
0.799857,0.191708,0.365244,0.037510,-1.124794
0.799857,0.191708,0.365244,0.037510,-1.124794
0.799857,0.191708,0.365244,0.037510,-1.124794
0.799857,0.191708,0.365244,0.037510,-1.124794
0.692849,0.169201,0.919508,0.045337,-0.429957
0.692849,0.169201,0.919508,0.045337,-0.429957
0.692849,0.169201,0.919508,0.045337,-0.429957
0.692849,0.169201,0.919508,0.045337,-0.429957
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.660550,0.184259,1.849271,0.042471,-2.005541
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.785347,0.242095,1.261029,0.044712,-1.575021
0.775992,0.238424,1.218640,0.040937,-1.369743
0.775992,0.238424,1.218640,0.040937,-1.369743
0.775992,0.238424,1.218640,0.040937,-1.369743
0.538384,0.176448,0.823059,0.043337,-1.163814
0.685398,0.182501,1.227411,0.038831,-0.421368
0.685398,0.182501,1.227411,0.038831,-0.421368
0.685398,0.182501,1.227411,0.038831,-0.421368
0.717533,0.204780,1.436541,0.048203,-1.202528
0.717533,0.204780,1.436541,0.048203,-1.202528
0.679839,0.228661,1.470426,0.043817,-1.664271
0.679839,0.228661,1.470426,0.043817,-1.664271
0.679839,0.228661,1.470426,0.043817,-1.664271
0.638975,0.173677,1.202689,0.037062,-0.602083
0.638975,0.173677,1.202689,0.037062,-0.602083
0.638975,0.173677,1.202689,0.037062,-0.602083
0.638975,0.173677,1.202689,0.037062,-0.602083
0.638975,0.173677,1.202689,0.037062,-0.602083
0.638975,0.173677,1.202689,0.037062,-0.602083
0.687037,0.220444,1.326745,0.034446,-0.951966
0.778228,0.197164,0.981814,0.027004,-0.570249
0.738737,0.095632,1.404223,0.034053,-1.045622
0.738737,0.095632,1.404223,0.034053,-1.045622
0.608055,0.163574,1.568610,0.030485,-1.096013
0.648874,0.129393,1.086221,0.041859,-1.422396
0.593296,0.176890,0.500115,0.038400,-1.087493
0.593296,0.176890,0.500115,0.038400,-1.087493
0.593296,0.176890,0.500115,0.038400,-1.087493
0.593296,0.176890,0.500115,0.038400,-1.087493
0.593296,0.176890,0.500115,0.038400,-1.087493
0.593296,0.176890,0.500115,0.038400,-1.087493
0.593296,0.176890,0.500115,0.038400,-1.087493
0.615038,0.239538,0.552815,0.020441,-1.094439
0.615038,0.239538,0.552815,0.020441,-1.094439
0.615038,0.239538,0.552815,0.020441,-1.094439
0.615038,0.239538,0.552815,0.020441,-1.094439
0.615038,0.239538,0.552815,0.020441,-1.094439
0.615038,0.239538,0.552815,0.020441,-1.094439
0.632649,0.258708,0.348363,0.016904,-2.196695
0.632649,0.258708,0.348363,0.016904,-2.196695
0.695017,0.209750,0.328304,0.018590,-1.827528
0.799924,0.202063,1.059906,0.021181,-0.774094
0.799924,0.202063,1.059906,0.021181,-0.774094
0.770132,0.205528,0.961307,0.018931,-0.813389
0.770132,0.205528,0.961307,0.018931,-0.813389
0.770132,0.205528,0.961307,0.018931,-0.813389
0.770132,0.205528,0.961307,0.018931,-0.813389
0.770132,0.205528,0.961307,0.018931,-0.813389
0.770132,0.205528,0.961307,0.018931,-0.813389
0.766524,0.204455,1.474179,0.015067,-1.091647
0.766524,0.204455,1.474179,0.015067,-1.091647
0.766524,0.204455,1.474179,0.015067,-1.091647
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.749375,0.152432,0.938487,0.027323,-0.589367
0.722691,0.139303,1.609797,0.019865,-1.132205
0.722691,0.139303,1.609797,0.019865,-1.132205
0.722691,0.139303,1.609797,0.019865,-1.132205
0.722691,0.139303,1.609797,0.019865,-1.132205
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.753982,0.088485,1.669026,0.010418,-4.159754
0.630211,0.205362,1.121555,0.018217,-0.784547
0.630211,0.205362,1.121555,0.018217,-0.784547
0.630211,0.205362,1.121555,0.018217,-0.784547
0.630211,0.205362,1.121555,0.018217,-0.784547
0.630211,0.205362,1.121555,0.018217,-0.784547
0.630211,0.205362,1.121555,0.018217,-0.784547
0.637317,0.255433,1.141144,0.016490,-1.472907
0.731944,0.205009,1.535563,0.025789,-1.110574
0.731944,0.205009,1.535563,0.025789,-1.110574
0.758180,0.210004,0.743102,0.018247,-0.998133
0.758180,0.210004,0.743102,0.018247,-0.998133
0.758180,0.210004,0.743102,0.018247,-0.998133
0.758180,0.210004,0.743102,0.018247,-0.998133
0.758180,0.210004,0.743102,0.018247,-0.998133
0.758180,0.210004,0.743102,0.018247,-0.998133
0.662837,0.267603,0.942750,0.039828,-1.396809
0.662837,0.267603,0.942750,0.039828,-1.396809
0.662837,0.267603,0.942750,0.039828,-1.396809
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.690915,0.237125,1.168417,0.039549,-1.062265
0.718781,0.216532,1.174533,0.047968,-0.787046
0.718781,0.216532,1.174533,0.047968,-0.787046
0.718781,0.216532,1.174533,0.047968,-0.787046
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.698058,0.249457,0.469969,0.048045,-1.712900
0.722601,0.263549,0.961625,0.037897,-1.525784
0.796781,0.106061,1.105040,0.023166,-1.437567
0.796781,0.106061,1.105040,0.023166,-1.437567
0.796781,0.106061,1.105040,0.023166,-1.437567
0.796781,0.106061,1.105040,0.023166,-1.437567
0.796781,0.106061,1.105040,0.023166,-1.437567
0.796781,0.106061,1.105040,0.023166,-1.437567
0.791109,0.078692,0.587267,0.024381,-2.905541
0.791109,0.078692,0.587267,0.024381,-2.905541
0.791109,0.078692,0.587267,0.024381,-2.905541
0.791109,0.078692,0.587267,0.024381,-2.905541
0.791109,0.078692,0.587267,0.024381,-2.905541
0.791109,0.078692,0.587267,0.024381,-2.905541
0.728194,0.065048,1.000767,0.030828,-1.713768
0.728194,0.065048,1.000767,0.030828,-1.713768
0.728194,0.065048,1.000767,0.030828,-1.713768
0.781748,0.084521,1.402424,0.045449,-1.311481
0.781748,0.084521,1.402424,0.045449,-1.311481
0.781748,0.084521,1.402424,0.045449,-1.311481
0.781748,0.084521,1.402424,0.045449,-1.311481
0.786580,0.106379,1.925956,0.049154,-1.017464
0.786580,0.106379,1.925956,0.049154,-1.017464
0.786580,0.106379,1.925956,0.049154,-1.017464
0.786580,0.106379,1.925956,0.049154,-1.017464
